No.,Title,Text
47,キユーピー、神戸工場を100％再エネ転換　初の「ネットゼロ工場」に,"キユーピー（東京都渋谷区）は12月15日、西日本最大の調味料生産拠点「キユーピー神戸工場」（兵庫県神戸市）で使用する電力を、同月から実質再エネ100％へ切り替えたと発表した。同工場は再エネ電力の導入と、燃料（蒸気）の使用で発生するCO2相当のJ-クレジット購入により、同社グループ初の実質再エネ100％で運用する「ネットゼロ工場」となった。神戸工場では2022年2月、「オンサイトPPAモデル」による太陽光発電設備を導入。12月からは、関西電力（大阪府大阪市）の再エネメニューでの電力調達を開始。三井物産からの供給燃料（蒸気）で発生するCO2相当のJ-クレジットの購入とあわせ、実質再エネ由来100％へ切り替えることができたという。年間約3,680トンのCO2排出量が削減できる見通し。"
48,IGESとCBI、日本のグリーンボンド市場強化で連携,地球環境戦略研究機関（IGES）と気候変動債権イニシアチブ（CBI）は12月14日、日本のグリーンボンドや気候変動関連テーマ債市場の強化に向けて、今後協力していくと発表した。IGESに所属する研究員1名がCBIに出向し、脱炭素社会への移行に向けての政策提言などで連携を行う。今回、両機関が合意した主な活動内容は以下のとおり。
49,排出量取引、26年度に本稼働へ　CO2賦課金は28年度めど　経産省案,経済産業省は12月14日、企業などに対してCO2排出量に応じたコスト負担を求めるカーボンプライシング（CP）について、導入時期や制度設計などの具体策（案）を示した。多排出産業などにCO2排出量の限度を設定し、排出削減分を取引する「排出量取引制度」については、2026年度頃から本稼働させる方針だ。また、化石燃料ごとのCO2排出量に応じて、化石燃料輸入事業者等が賦課金を支払う制度を2028年度頃から導入する。賦課金は当初低い負担で導入し、徐々に引き上げていく。さらに、排出量取引では、2033年度頃から発電事業者に対し、EU等と同様の「有償オークション」を段階的に導入していく。同日開催した審議会で、将来導入するCPの段階的発展（案）などを提示した。政府は今後10年で、150兆円の官民によるGX（グリーントランスフォーメーション）投資を引き出すことを成長戦略の柱としている。そのために、先行投資支援と将来のCP導入を予め示すことで脱炭素投資を引き出す「成長志向型CP構想」を打ち出している。CPについては、「炭素に対する賦課金」と「排出量取引制度」を導入する。また、CP導入の結果として得られる将来の財源を裏付けとした「GX経済移行債（仮称）」を発行し、これにより、大胆な先行投資支援することとしている。制度設計（案）で示された方向性の概要は以下の通り。「炭素に対する賦課金（GXサーチャージ）」は、化石燃料の輸入事業者等を対象に導入する。代替技術の有無や国際競争力への影響を踏まえ、直ちに導入するのではなく、GXに取り組む期間を設けた後に導入する。具体的には、今後10年間で150兆円超のGX投資を実現していく中で、前半５年間、GXに集中的に取り組む期間を設け、その間にGX進展により石油石炭税に係る負担が減少していくこと等を踏まえて、2028年度頃を目途に導入する。負担水準などは、最初は低い負担で導入し、徐々に引き上げることとする。この制度の導入に向けて、CO2排出の実績測定・検証・追跡等を可能とする、いわゆるカーボン・フット・プリントの実現に向けた取組や検討も必要だと指摘している。「成長志向型CP」に係る新たな制度は、エネルギーに係る負担の総額を中長期的に減少させていく中で導入することを基本とする。そのために、同一の主体が、「排出量取引制度」と「炭素に対する賦課金」を一体的に運用していくことが求められる。エネルギーに係る負担としては、例えば、石油石炭税や、再エネ賦課金などがあげられる。 石油石炭税については、今後、GXの進展により、負担総額が減少していくことが想定される。再エネ賦課金についても、再エネ電気の買取価格の低下等により、ピークを迎えた後に総額が減少していく。発電事業者に対する「有償オークション」は、その後から段階的に導入していくことを想定している。排出量取引（GX-ETS）は、試行段階の第１フェーズ（2023年度～） 、排出量取引市場の本格稼働する第２フェーズ（2026年度頃～）、さらなる発展を目指す第3フェーズ（2033年度頃～）の３つのフェーズで、段階的発展させていく。第1フェーズでは、GXに積極的に取り組む企業等による「GXリーグ」を2023年度から開始する。企業が自主設定・ 開示する削減目標達成に向け、排出量取引を導入し、発展させていく。GXリーグは、カーボンニュートラルへの移行に向けた挑戦を果敢に行い、リーダーシップを発揮する企業群が、GXを牽引する枠組みで、既に日本のCO2排出量の４割以上を構成する約600社が賛同している。この枠組みの下で成長と排出削減に果敢に取り組む多排出企業に対しては、「GX経済移行債（仮称）」による支援策のあり方を含めた検討していく。企業毎の状況を踏まえた野心的な削減目標に基づく排出量取引市場の本格稼働を見据え、2023年度からの試行においては、国・参画企業が連携し、必要なデータ収集や知見・ノウハウ蓄積、政府指針の検討等を行う。また、制度 に係る各種実務を円滑に進め、中長期に渡り制度を安定的に運営するための公的主体についても検討が必要だとしている。第2フェーズでは、（1）政府指針を策定した上で、 企業が設定した目標が指針に合致しているか等を民間第三者機関が認証する仕組みを導入し、目標からの超過削減分を取引対象とするとともに、（2）制度濫用者に対する指導監督等の規律強化を検討する。GX-ETSの発展形として、発電部門について、段階的な有償化を先行させることを予め明確化する。具体的には、2033年度頃から発電部門について段階的な有償化（オークション）を導入する。その際、排出枠の価格を上昇基調に誘導することと併せて、有償比率の引き上げの道筋を示しつつ、制度の効果や負担の状況等を踏まえ、有償比率について一定の見直しができるようにすることを検討する。なお、発電部門は、専ら売電の用に供する事業者を想定。詳細については、排出量取引を発展させていく中で検討を行う。第3フェーズの開始前後から、発電部門は排出には同量の排出枠が必要とした上で、政府がまず排出枠を無償交付することを検討する。無償交付する排出枠の量は、排出量の見通しや発電効率（ベンチマーク）等を基礎に、企業のGXの移行状況等を踏まえ算定する。こうした制度発展に向けて、制度間の重複等を排除するため、既存の高度化法等との関係整理も必要だとしている。EU等と同様の「有償オークション」を導入することとしており、参考として、EUや諸外国の排出量取引制度について紹介している。EUの排出量取引制度では、大規模排出者に参加義務づけている。排出権（排出量）総量に上限を設け段階的に引き下げるもので、排出権の割当方法は、業種ごとに代替手段の有無や貿易集約度等の状況を踏まえて区別している。発電部門については、再エネ・原子力等の代替手段が存在し、かつ非貿易財であることから、2013年より （制度開始から8年後）、全量有償オークションによる割当を行っている。オークションによる政府歳入は毎年約2兆円となっている。また、排出権の余剰を抱える事業者が、不足する事業者に排出権を売却するなど、市場で排出権取引を実施している。諸外国の排出量取引制度では、一定規模以上の排出事業者に、排出に応じた排出枠の調達を義務付けた上で、政府は排出枠を（1）オークション販売（有償オークション）、（2）対象施設ごとに、過去の実績や生産活動の効率性等を踏まえ、無償で交付（無償割当）、の手法で排出事業者に交付する。全体の排出枠総量を減少させつつ、企業間で排出枠の過不足を取引することで、社会全体として費用効率的に削減を進めるものだ。排出量取引制度では、市場価格が過度に変動すると、カーボンプライスとしての予見可能性が低下するのが課題となる。そこで、諸外国の事例も踏まえ、取引価格の価格帯を予め定め、かつ長期的に上昇させることを示すことで、予見可能性を高め、企業投資を促進する案を示した。これらの水準（上限・下限価格）を定める際は、価格水準がGX移行に向けて行動変容を促す効果や、カーボン・クレジット市場での取引価格（来年度からの市場創設を目指し、現在、東京証券取引所で実証中）、国際的な炭素価格等も踏まえ、排出量取引市場が本格稼働する2026年度以降に設定する。その際は、予見性を高めるため、5年程度の価格上昇の見通しを定めつつ、経済情勢の変動等を踏まえ、一定の見直しが可能とすることとしている。【参考】※記事単位での購入はポイントが必要です
50,G7、「気候クラブ」発足へ　産業界の脱炭素でグリーン成長引き出す,先進7カ国（G7）首脳は12月13日にテレビ会議を行い、気候変動対策で国際協力を目指す「気候クラブ」を設置することで合意した。特に産業の脱炭素化に焦点を当てグリーン成長を引き出すことをねらう。G7以外の国にも参加を促す。設置にあたって、経済協力開発機構（OECD）に対し、国際エネルギー機関（IEA）とともに他の国際機関と協働して暫定事務局を運営するよう求めた。
51,製造ラインや設備・サービス単位で100％再エネを認定　日立らが開始,アート＆エコロジー（東京都渋谷区）、日立製作所（同・千代田区）、リコー（東京都大田区）の3社が参画する「一般社団法人パワード・バイ・アールイー認定委員会（Powered by RE Certification Committee）」は、12月から、企業の個別の製造ラインや設備・サービスごとの使用電力が100%再エネ由来であることを認定し、ロゴや再エネ利用証明書の発行などを行う認定事業を開始する。同委員会は、参画企業が持つ再エネ関連の知見・技術を活用し、製造ラインや設備・サービスごとの再エネの利用率の計測手法や開示項目などについてルール設計を実施。認定事業の開始時点では、再エネ利用状況の計測・データ化を行うサービスとして日立の「Powered by RE」を活用する。企業がルールに沿って申請した再エネ利用の証明を、データに基づき審議し、認定する。
52,住友化学のカーボンニュートラル戦略、責務・貢献の両輪で推進,1913年の創業時から変わらない、自社の技術や知恵で社会課題を解決という姿勢。総合化学企業としてどのようにカーボンニュートラルを実現するのか、グループの取り組みについて住友化学カーボンニュートラル戦略審議会事務局 運営統括の木全修一氏が語った。（11月10日開催　環境ビジネスフォーラムより）「サステイナブルな資本主義」を掲げる経団連の十倉雅和会長は住友化学の出身だ。十倉氏は会長就任の挨拶で、持続可能性が求められる今こそ市場経済に「ソーシャル・ ポイント・ オブ・ビュー」、すなわち、 社会性の視点を加えるべきだと述べた。これはまさに、住友の事業精神である「自利利他公私一如(住友の事業は、 住友自身を利するとともに、国家を利し、かつ社会を利するものでなければならない)」の考え方に基づくものである。※記事単位での購入はポイントが必要です
53,日立建機子会社、印・太陽光発電事業に出資　工場の再エネ比率引き上げ,日立建機（東京都台東区）は12月13日、同社の子会社で鉱山機械向け部品を製造するブラッドケン社（豪州ニューサウスウェールズ州）が、インド・コインバトール工場のCO2排出量削減を目的に、太陽光発電事業者「エナパーク ソーラー パワー スリー」（インド）に12.5%出資したと発表した。2023年4月から、太陽光発電による電力の利用を開始する。これにより、コインバトール工場の電力消費量の約40％相当（年間約10.5GWh）を太陽光発電でまかなうことになる。また、同工場全体での再エネ比率を75％に引き上げる。
54,非FIT低圧太陽光・計70MW開発へ、87.6億円調達　CEC,クリーンエナジーコネクト（CEC／東京都千代田区）は12月12日、国内で累計70MW-DC（太陽光発電パネル容量）の低圧太陽光発電所の開発に向けて、プロジェクトの資金を証券化し投資家から調達する「グリーンプロジェクトボンド」を通じた資⾦調達を実施したと発表した。実⾏予定⾦額は87.6億円。同プロジェクトでは、スポンサーであるCECがプロジェクト運営会社のCN太陽光（東京都渋谷区／プロジェクト GK）を通じ、2022年度から2023年度にかけて東北・関東・中部・関西・中国地方で約700～750ヵ所の低圧太陽光発電所を開発する。発電した電力は長期にわたってオフテイカー（購入者）へ供給する。オフテイカーは調達した電力について、オフサイトコーポレート PPAを活用し、主に大手情報通信系グループ向けにカーボンフリー電力として供給する計画だという。
55,IEA、23年冬のガス不足を警告　省エネや再エネ・エネ効率向上を呼びかけ,国際エネルギー機関（IEA）は12月12日、新しい報告書「How to Avoid Gas Shortages in the European Union in 2023」を発表した。EUは2023年冬に約300億立方メートルの天然ガスが不足する可能性があるが、エネルギー効率の改善、再生可能エネルギーの導入、ヒートポンプの設置、省エネの推進、ガス供給の増加などの施策によって防ぐことができ、リスクを回避できると示した。EUは2022年、ロシアのガス供給への依存度を減らし、同年冬に備えてガス貯蔵量を満たした。しかし23年はロシアからの供給がさらに減少する可能性があること、中国での需要が回復すると、液化天然ガス（LNG）の世界供給がひっ迫することなどからさらなる対策が必要だと警告。今のままではEUのガス供給は23年に270億立方メートル不足する可能性があるという。
56,特定排出者のGHG排出、19年度は6.4億tに　前年比2600万t減,"経済産業省と環境省は12月13日、地球温暖化対策推進法に基づき事業者（特定排出者）から報告のあった温室効果ガス（GHG）排出量について、2019年度は合計6億4,274万t-CO2（前年度比2,648万t削減）となったことを報告した。報告を行った事業者（事業所）数は、特定事業所排出者が12,178事業者（15,020事業所）、特定輸送排出者が1,303事業者。"
57,JRE、長野の2.4MW太陽光発電所をFIPに切り替え,ジャパン・リニューアブル・エナジー（JRE／東京都港区）は、4月に商業運転を開始したJRE長野大町太陽光発電所（長野県大町市）の認定を、11月1日に固定価格買取制度（FIT制度）からFIP（Feed-in Premium）制度に切り替えた。今回同社は、再エネ卸供給・アグリゲーション分野の機能子会社であるJREトレーディング（JRET／東京都港区）と電力購入契約（PPA）を締結。同発電所の電力を全量JRETに販売する。FIP制度への切り替えに伴う追加リスク（発電インバランス：発電計画値と発電実績の差分）はJRETが引き受ける。
58,水素・アンモニアの供給拠点、今後10年で全国8カ所に整備　中間整理案,経産省の有識者会議は12月13日、水素・アンモニアの商用サプライチェーン支援に関する中間整理案を公表した。2030年頃までに供給を開始する予定の事業者を優先して後押しし、大規模な投資を促すことや、供給拠点について今後10年間で大規模3か所・中規模5か所程度を整備する方針などを示した。中間整理案では、主に（1）強靱な大規模サプライチェーン構築に向けた支援制度、（2）効率的な水素・アンモニア供給インフラの整備支援制度の2点について、考え方や制度のイメージについて整理した。
59,「ネットゼロ達成には2倍以上のペースアップが必要」　アクセンチュア調査,アクセンチュア（東京都港区）は12月8日、脱炭素に関する最新の調査結果を発表した。2030年までにCO2排出削減量を少なくとも現在の倍にできなければ、ほぼすべての企業（93％）でネットゼロ目標の達成は困難であることを明らかにした。同調査によると、2022年に科学に基づく目標設定イニシアチブ（SBTi）の認定を受けた数は、記録的に増加した。
60,企業に生物多様性リスクへの対応求める「ネイチャー・アクション100」発足へ,カナダ・モントリオールで行われた国連生物多様性条約第15回締約国会議（COP15）で12月11日、企業における自然関連リスクと依存性に関する緊急行動を促進する「ネイチャー・アクション100」の結成が発表された。同イニシアチブを通じ、機関投資家のグループが、株を保有する企業に対して自然関連リスクに対応するよう呼びかける。ネイチャー・アクション100は、自然の損失と生物多様性の減少に取り組む企業の意欲と行動を促進することを目的とする。国連生物多様性条約の生物多様性フレームワークを補完し、自然保護と回復のために実施すべき民間部門の行動を特定、投資家と企業の関わりを通じてこれらの行動を推進する。正式な発足は2023年。
61,ファンドクリエーション、低圧太陽光発電所の買取を開始,ファンドクリエーション（東京都千代田区）は12月9日、太陽光発電所投資プラットフォーム「SOLSEL」を展開するエレビスタ（同・中央区）と提携し、低圧太陽光発電所の買い取り事業を開始すると発表した。
62,サプライチェーンCO2排出量可視化へ、富士通ら35社が「データ交換」実証,電子情報技術産業協会（JEITA／東京都千代田区）は12月9日、サプライチェーン全体のCO2排出量「見える化」のルールづくりに向けて、35社が参加し企業間データを交換する実証実験を開始したと発表した。この取り組みはJEITAが事務局を務める「Green x Digitalコンソーシアム」が行うもので、 ソリューション提供企業をはじめ計35社（12月9日時点）の企業が参画。国際的な枠組みに基づいたソリューション間データ連携の技術的な検証とサプライチェーンCO2算定の実務的な検証を実施する。実証実験は2つのフェーズで実施される。各フェーズの概要は以下のとおり。
63,ポーラ、国内34事業所を再エネ化　使用電力の約7割,ポーラ（東京都品川区）は12月8日、41都道府県50カ所にある国内すべての事業所で使用する電力を、2029年までにCO2フリー電力に切り替える方針を発表した。すでに12月からポーラが単独で電力契約をしているエリア事業所34か所（国内事業所の約70%）にCO2フリー電力を導入。約36.4万kWh（21年使用実績）を同電力に切り替えた。これによりCO2排出量140トンの削減につながる見込み。
64,東京ガス「CO2ネット・ゼロ」への挑戦　資金調達のポイントは？（前編）,2021年に「Compass Action」として、「CO2ネット・ゼロ」への移行について具体的な方法や数値目標を発表した東京ガス。そのための資金調達として2022年3月、エネルギー業界で初となる国内公募型のトランジションボンドで200億円の資金調達を行った。2050年カーボンニュートラルに向けた具体的な取り組みと多様な資金調達方法について、執行役員で水素ＣＭ技術戦略部長の矢加部久孝氏、経理部部長の曽我 豪氏に聞いた。日本最大手の都市ガス事業者である東京ガスは、2019年に「Compass2030」という経営ビジョンを掲げ、その実現のための具体的な取り組みとして、2021年11月に「Compass Action」を新たに策定した。大きな柱として「ガス体と再エネの両輪で責任あるトランジションをリードする」としていて、2050年にはCO2ネット・ゼロの世界を確実に実現したいと考えている。LNG・ガスへの着実な投資や、2030年以降の脱炭素技術の実装のための投資拡大を行う。※記事単位での購入はポイントが必要です
65,豊国製油・サンパワーら3社、太陽光発電「自己託送」で再エネ導入,RE100電力（香川県高松市）、豊国製油（大阪府八尾市）、サンパワー（同・吹田市）の3社は、12月から、太陽光発電所（容量749kW）を活用した自己託送の運用を開始した。自己託送とは、企業が自家発電設備を導入して発電した電力を、送配電事業者が保有する送配電ネットワークを利用し、他地域の施設などに供給する電力調達方法のこと。
66,環境省、「脱炭素」につながる取り組み・製品等48件を発表,環境省は12月9日、企業・自治体・団体などから募集する「脱炭素につながる新しい豊かな暮らしを創る国民運動」の中間発表を行い、これまでに48件の登録があったと報告した。個人でできるカーボンオフセットの取り組み（セレクトラ・ジャパン）や、個人が電気・ガスで排出した分を気軽にCO2排出削減できるサービス（神戸市）、座るだけで「エコ」になる脱炭素プラスチックチェア （フィスバスターズ）などが登録された。
67,滋賀銀行と日立、中小企業向け「CO2排出量管理」で協業,滋賀銀行（滋賀県大津市）と日立製作所（東京都千代田区）は12月9日、中堅・中小企業の「脱炭素経営」支援を目的に協業を開始すると発表した。CO2排出量管理ツール「未来よしサポート」を共同開発し、滋賀銀行が同ツールを活用して脱炭素経営の入口から出口戦略までを一貫してサポートする。同サービスは2023年1月から開始する予定。銀行がベンダーと共同開発した自社システムを活用し、取引先の脱炭素経営に向けた支援を行うサービスは地銀初だという。
68,第二電力、四国のドラッグストア4店舗にPPAで太陽光導入,第二電力（大阪府大阪市）は12月5日、四国でドラッグストア「mac」を展開する大屋（愛媛県西条市）の4店舗にPPAモデルによる太陽光発電を導入したと発表した。4店舗合計の発電容量は586.8kW、発電開始はいずれも2022年7月。なお現在、さらに1店舗で太陽光発電導入の準備を進めている。
69,丸井グループ、リノベーションの脱炭素効果を評価　CO2排出8割減,丸井グループのインキュベーション会社であるokos（同）と国士舘大学の研究チームは12月9日、賃貸マンションのリノベーションによる脱炭素効果を発表した。既存建物を同規模の新築に建替えた場合と比べて、解体から建設段階においてCO2排出84％、廃棄物排出96％を削減できた。この検証はリノベーション賃貸マンション「co-coono上北沢」（東京都杉並区）を使用して行われた。
70,イオンモール、太陽光約740施設・65MW規模の調達開始　自己託送で,エコスタイル（大阪府大阪市）は12月8日、イオンモール（千葉県千葉市）が実施する「まちの発電所」向けに開発してきた、低圧太陽光発電所約740施設（合計約65MW規模）の開発がすべて完了したと発表した。イオンモールの「まちの発電所」とは、全国のイオンモール（約30施設）から、東北・東京・中部・関西・中国・四国の6電力エリアを対象に、太陽光発電を電源とする自己託送により再エネ電力を供給するというもの。9月から、一部の低圧太陽光発電所で稼働を開始してきたが、11月30日にすべての開発が完了し、再エネ電力の供給を全面的に開始した。
71,脱炭素へ、消費者の行動変容を強力に後押し（11月の官公庁ニュース25件）,こんにちは、環境ビジネス編集部です。国や自治体、企業・団体・消費者などの取り組みを結集し、国民・消費者の「脱炭素につながる新しい豊かな暮らし」づくりを後押しする国民運動が、10月25日にスタートしました。11月の官公庁ニュースでは、この運動のねらいや具体的な取り組みに加え、東京都やイオンなど313企業・団体で発足した「官民連携協議会」について取り上げました。12月2日に国会で2022年度（令和4年度）第2次補正予算が可決・成立しました。企業の省エネを支援する補助金や、電気自動車（EV）・水素自動車などの導入、充電・水素充填インフラ整備を支援する補助金などが盛り込まれています。
72,ANA、CO2排出削減目標がSBT認定を取得　アジアの航空会社で初,ANAホールディングス（ANA HD／東京都港区）は12月9日、同社の温室効果ガス（CO2）排出削減目標が、「Science Based Targetsイニシアチブ（SBTi）」から、パリ協定の目標を達成するために必要な科学的根拠に基づいた目標（SBT：science-based targets）として認定されたと発表した。ANA HDによると、SBT認定を受けるのは、アジアの航空会社で初めて。ANAグループは、2030年度までに、航空輸送において、有償輸送量（RTK）あたりのCO2排出量（原単位あたりのCO2排出量）を2019年度比で29％削減するという目標を掲げた。この目標は、飛行中に使用される航空燃料から排出される直接排出と、燃料の生産過程で排出される間接排出の両方を削減することを意味している。加えて、2030年度までに、施設や空港車輛で使用される電気や燃料から発生するCO2排出量を、2019年度比で27.5％削減するという目標を掲げた。これらANAグループの事業活動から排出されるCO2排出削減の目標は、温暖化を2℃未満に抑えるために必要な水準と整合していると認定された。
73,エンビジョン、米国にLIB工場を新設　年間30GWh生産可,エンビジョンAESC（神奈川県座間市）は12月6日、米国サウスカロライナ州に、年間30GWhを生産できる大規模EV用リチウムイオンバッテリー（LIB）工場を建設すると発表した。新工場は太陽光発電を活用し、使用電力をすべて再エネ由来で賄うグリーン工場となる。詳細は以下のとおり。
74,双日、豪州インフラ開発大手と協業へ　エネルギー新事業も視野に,双日（東京都千代田区）は12月8日、豪州の大手インフラ開発・投資会社であるPlenary Group（プレナリー）と協業を開始すると発表した。今後は豪州・アジア・中東でのPPP事業参画や、インフラ分野での戦略的提携や事業化に関する調査を共同で実施する。双日は、各国の社会課題の解決を目指すとともに、新エネルギー分野を含めた事業領域での事業化調査を進める考えだ。
75,【グローバル】脱炭素関連ニュース（12月5日～9日配信）,12月2日から9日までに配信した海外の脱炭素関連ニュースをまとめてご紹介します。
76,太陽光＋蓄電池設置の「スマートバス停」、新潟県見附市で実証実験開始,YE DIGITAL（福岡県北九州市）はランドブレイン（東京都千代田区）と連携し、12月1日から新潟県見附市で「スマートバス停」の実証実験を開始した。期間は2023年2月28日まで。「スマートバス停」Type-Cは、YE DIGITALと西鉄エム・テック（福岡市中央区）と共同開発した「太陽光発電設備＋蓄電池」を電源とするバス停で、デジタルサイネージにバスの運行時刻表やその他のお知らせ、広告などを表示できる。実証実験では、冬場など雪で天気の優れない日が続く新潟県でも「太陽光＋蓄電池」を電源とすることで、停電時や災害時でも電力供給できるスマートバス停Type-Cが稼働するか検証する。
77,仙台空港の駐車場に、1.8MWの太陽光発電所を建設へ　23年稼働,"豊田通商（愛知県名古屋市）、東急不動産（東京都渋谷区）、東北電力（宮城県仙台市）は12月8日、仙台国際空港（宮城県名取市）が管理・運営する仙台空港の駐車場に、「カーポート型太陽光発電所」（パネル容量約1.8MW）を建設すると発表した。2023年4月に稼働を開始する。仙台空港の利用者向け駐車場の一部に設置する。設置面積は約8,763m2、駐車台数は576台を予定している。太陽光発電パネルの容量は1,771.2kW、パワーコンディショナー容量は1,595.5kW。"
78,東急不動産ら、国内初「洋上浮体式太陽光発電」の技術実証実施へ,東急不動産（東京都渋谷区）は12月8日、東京ベイエリアにおいて最先端技術の社会実装を目指す東京都の「東京ベイeSGプロジェクト」の先行プロジェクトに、国内初となる「洋上浮体式太陽光発電」と、蓄電池を積載した「自動航行帆船」で電力を海上輸送する技術の実証提案が採択されたと発表した。洋上浮体式太陽光発電事業を手がけるSolarDuck（オランダ）、再生可能エネルギーを使った自動操船ヨットの実現に取り組むエバーブルーテクノロジーズ（東京都調布市）と連携して事業を実施する予定。
79,まち未来製作所、三菱地所らと再エネの社会インフラ構築に向けた共同研究開始,まち未来製作所（神奈川県横浜市）は12月6日、三菱地所（東京都千代田区）、横浜市立大学と、産学連携によるサステナブルな未来都市づくりに関する共同研究を開始すると発表した。この取り組みにおいて、まち未来製作所は同社が開発・提供するサービス「e.CYCLE（いいサイクル）」を活用する。詳細は以下のとおり。
80,COP15開幕　生物多様性目標の採択へ議論,生物多様性の保全や、生物資源の持続可能な利用について議論する生物多様性条約第15回締約国会議（COP15）が12月7日、カナダ・モントリオールで開幕した。会期は19日まで。
81,NTTグループ、気候テックのブーストテクノロジーズと業務提携,booost technologies（東京都品川区）は12月7日、NTT東日本（東京都新宿区）、NTT西日本（大阪府大阪市）、NTTビジネスソリューションズ（同）と、顧客への脱炭素化支援強化に向けて業務提携を開始したと発表した。NTTグループ各社の顧客に対して、booost technologiesが開発したカーボンマネジメントプラットフォーム「ENERGY X GREEN」や、脱炭素経営に関するノウハウ等の「脱炭素ソリューション」を提供する。
82,リコー、「バーチャルPPA」で再エネを初導入　非化石証書を直接取引,"リコー（東京都大田区）は12月7日、再生可能エネルギー導入にあたって、上里建設（埼玉県本庄市）と、需要家が発電事業者から非化石証書を直接購入する「バーチャルPPA（仮想電力購入契約）」を初めて締結したと発表した。デジタルグリッド（東京都港区）が提供するサービスを活用する。今回のバーチャルPPAでは、FIP制度を活用する太陽光発電所（発電容量1,250kW）の電力の環境価値（非化石証書）を購入する。再エネ電力量は年間約2.24GWhで、その分、再エネを導入したとみなされる。これはリコーグループ全体の使用電力量（2021年度）の約0.5％に相当する。また、年間約992トンのCO2削減効果を見込んでいる。発電所は2023年8月に発電を開始する予定。"
83,三菱地所、仙台市の所有施設を再エネ電力に転換　CO2年1.2万t削減,"三菱地所（東京都千代田区）は12月1日、宮城県仙台市内に所有する施設の使用電力を再生可能エネルギー由来電力に切り替えると発表した。切り替え対象物件で使用する約23,987MWh（一般家庭換算約5,600世帯分）を再エネ電力へ切り替えることで、年間約12,000トンに相当するCO2を削減する見込みだ。今回導入するのは東北電力が調達する「RE100」対応の電力。再生可能エネルギー発電所で発電された電気と再エネ由来の非FIT非化石証書を組み合わせて電気のCO2排出量をゼロにする電気料金メニューに加入等により、切り替えを進める。"
84,「25年、再エネが石炭抜き最大発電源に」　IEA,国際エネルギー機関（IEA）は12月6日、2025年に再生可能エネルギーが石炭を抜いて最大の発電源になる見込みだとする報告書「Renewables 2022」を発表した。エネルギー危機の中で、太陽光や風力など再生可能エネルギーの導入が世界的に進むとの予測を示した。報告書によると、世界の再エネの総発電容量は今後5年間でほぼ倍増し、石炭を抜いて最大の発電源となる。2022年から2027年にかけての再エネ発電容量の増加は2400GWになると予想されており、これは現在の中国の全発電容量に匹敵する量であるという。また、この5年間で、再エネは世界の電力拡大の90%以上を占める。※記事単位での購入はポイントが必要です
85,千葉市の物流施設に2.3MWの「屋根借り」太陽光発電　日本ベネックス,"日本ベネックス（長崎県諫早市）は12月3日、物流施設「プロロジスパーク千葉2」（千葉県千葉市）の屋根を賃借し、出力2,388kWの太陽光発電所の運転を開始したと発表した。同発電所の稼働により、同社が保有する自社発電所は35件、累計約40.2MWになった。このうち、屋根借り太陽光発電所は18件（約31.2MW）。"
86,NTTアノードエナジーらと北杜市、脱炭素実現へ連携協定,NTTアノードエナジー（東京都港区）、山梨県北杜市、NTT東日本山梨支店の3者は、11月28日、カーボンニュートラルに関する連携協定を締結した。「北杜市ゼロカーボンシティ宣言」による2050年カーボンニュートラル、脱炭素の実現に向けたまちづくり、持続可能な社会構築推進に向けて、連携して取り組みを進める。3者は協定に基づき、（1）脱炭素に向かう地域特性等に応じた先行的な施策の検討・実施、（2）脱炭素の達成による持続可能な地方循環型社会の実現ーの主に2点に取り組む。
87,オムロン、国内最小クラスの「V2Xシステム」発売へ　EVを蓄電池利用,"オムロン ソーシアルソリューションズ（OSS／東京都港区）は12月6日、電気自動車（EV・PHEV）市場に向けて、V2Xシステム「KPEP-Aシリーズ」を発売すると発表した。販売開始時期は2023年5月を予定。販売目標は3年間累計で30,000システムを目指す。価格はオープン価格。「KPEP-Aシリーズ」は、V2X用パワーコンディショナとEVユニットを分離した独自のシステム設計などにより、国内最小最軽量クラス（同社調べ）を実現。本体機器は各25kg前後で作業者一人での機器の持ち運びや取り付けができる。重塩害環境や積雪などにも対応する耐環境性、既設の太陽光発電・蓄電システムなど既存設備との親和性を兼ね備え、設置・導入の自由度を高めたという。"
88,ウェザーニューズ、気候変動リスク分析サービスで「財務影響額」算出,ウェザーニューズ（千葉県千葉市）は12月6日、同社が提供する気候変動リスク分析サービス「Climate Impact」に、気候変動が事業に与える影響金額を算出した「財務影響額」の項目を追加したと発表した。企業の気候変動に関する情報開示の品質向上を目的としたもので、「Climate Impact」で分析した物理的リスクから財務影響額を算出する。大雨・洪水・地震・高潮による浸水などさまざまな物理的リスクに対応し、企業の施設、物流拠点、工場など拠点ごとに算出が可能だ。
89,TDK、50年までに再エネ100％へ　82拠点対象,TDK（東京都中央区）は12月5日、事業活動で使用する電力を100％再生可能エネルギーにすることを目指す国際的なイニシアティブ「RE100」に加盟したと発表した。2050年までに国内外の生産開発拠点（対象82拠点）で使用する電力の100％を再エネに切り替え、TDKグループ全体での再エネ導入率を100％とすることを目指す。2022年12月現在、TDKグループ全体での再エネ導入率は約30％。主に生産拠点を中心としてグループ国内外26拠点が再エネ由来の電力100％で操業している。目標達成に向けて、引き続き、国内外の製造拠点において再エネの更なる導入拡大を進めていくとしている。
